deviceIORate,cpu,memory,conns,arrivalRate,ioLoad,cpuLoad,responseTime
50,1,700,25,13,160,350,23863.5
50,1,700,25,13,160,400,20594.2
50,1,700,25,13,160,450,21570.0
50,1,700,25,13,160,500,23551.8
50,1,700,25,13,180,350,26038.4
50,1,700,25,13,180,400,26802.3
50,1,700,25,13,180,450,26916.1
50,1,700,25,13,180,500,27059.7
50,1,700,25,13,200,350,29335.0
50,1,700,25,13,200,400,29168.5
50,1,700,25,13,200,450,29804.0
50,1,700,25,13,200,500,32052.0
50,1,700,25,14,0,350,14.7
50,1,700,25,14,0,400,14.8
50,1,700,25,14,0,450,14.7
50,1,700,25,14,0,500,14.8
50,1,700,25,14,20,350,22.4
50,1,700,25,14,20,400,21.9
50,1,700,25,14,20,450,22.7
50,1,700,25,14,20,500,22.3
50,1,700,25,14,40,350,857.2
50,1,700,25,14,40,400,570.5
50,1,700,25,14,40,450,542.5
50,1,700,25,14,40,500,581.7
50,1,700,25,14,60,350,2205.5
50,1,700,25,14,60,400,2752.7
50,1,700,25,14,60,450,2786.9
50,1,700,25,14,60,500,3040.4
50,1,700,25,14,80,350,5132.6
50,1,700,25,14,80,400,6234.6
50,1,700,25,14,80,450,5895.6
50,1,700,25,14,80,500,5749.4
50,1,700,25,14,100,350,12609.1
50,1,700,25,14,100,400,10780.5
50,1,700,25,14,100,450,9466.0
50,1,700,25,14,100,500,11126.7
50,1,700,25,14,120,350,15820.4
50,1,700,25,14,120,400,14913.4
50,1,700,25,14,120,450,14747.8
50,1,700,25,14,120,500,12085.5
50,1,700,25,14,140,350,18046.3
50,1,700,25,14,140,400,18929.3
50,1,700,25,14,140,450,19074.2
50,1,700,25,14,140,500,17425.9
50,1,700,25,14,160,350,21790.7
50,1,700,25,14,160,400,24426.3
50,1,700,25,14,160,450,23345.6
50,1,700,25,14,160,500,21411.3
50,1,700,25,14,180,350,26639.0
50,1,700,25,14,180,400,26596.1
50,1,700,25,14,180,450,26257.8
50,1,700,25,14,180,500,25585.3
50,1,700,25,14,200,350,29707.4
50,1,700,25,14,200,400,32237.9
50,1,700,25,14,200,450,32662.1
50,1,700,25,14,200,500,31257.7
50,1,700,25,15,0,350,14.4
50,1,700,25,15,0,400,14.5
50,1,700,25,15,0,450,14.6
50,1,700,25,15,0,500,14.5
50,1,700,25,15,20,350,22.0
50,1,700,25,15,20,400,23.2
50,1,700,25,15,20,450,22.3
50,1,700,25,15,20,500,22.1
50,1,700,25,15,40,350,519.8
50,1,700,25,15,40,400,575.4
50,1,700,25,15,40,450,725.6
50,1,700,25,15,40,500,660.9
50,1,700,25,15,60,350,2900.2
50,1,700,25,15,60,400,3036.0
50,1,700,25,15,60,450,2350.9
50,1,700,25,15,60,500,2526.1
50,1,700,25,15,80,350,5240.7
50,1,700,25,15,80,400,5270.1
50,1,700,25,15,80,450,5248.4
50,1,700,25,15,80,500,5407.2
50,1,700,25,15,100,350,9521.0
50,1,700,25,15,100,400,9475.0
50,1,700,25,15,100,450,9969.5
50,1,700,25,15,100,500,10472.8
50,1,700,25,15,120,350,14077.5
50,1,700,25,15,120,400,16110.9
50,1,700,25,15,120,450,13370.6
50,1,700,25,15,120,500,13278.7
50,1,700,25,15,140,350,18753.4
50,1,700,25,15,140,400,18745.0
50,1,700,25,15,140,450,17755.7
50,1,700,25,15,140,500,18716.7
50,1,700,25,15,160,350,22980.4
50,1,700,25,15,160,400,23532.9
50,1,700,25,15,160,450,24093.2
50,1,700,25,15,160,500,22947.0
50,1,700,25,15,180,350,26003.3
50,1,700,25,15,180,400,28055.7
50,1,700,25,15,180,450,24650.0
50,1,700,25,15,180,500,27607.6
50,1,700,25,15,200,350,30925.1
50,1,700,25,15,200,400,32965.7
50,1,700,25,15,200,450,33883.9
50,1,700,25,15,200,500,31978.9
50,1,700,25,16,0,350,14.2
50,1,700,25,16,0,400,14.7
50,1,700,25,16,0,450,14.6
50,1,700,25,16,0,500,14.3
50,1,700,25,16,20,350,22.1
50,1,700,25,16,20,400,22.0
50,1,700,25,16,20,450,22.5
50,1,700,25,16,20,500,22.7
50,1,700,25,16,40,350,713.7
50,1,700,25,16,40,400,1207.7
50,1,700,25,16,40,450,684.9
50,1,700,25,16,40,500,810.9
50,1,700,25,16,60,350,2581.4
50,1,700,25,16,60,400,2582.4
50,1,700,25,16,60,450,2595.8
50,1,700,25,16,60,500,2425.3
50,1,700,25,16,80,350,6113.0
50,1,700,25,16,80,400,6670.3
50,1,700,25,16,80,450,6387.2
50,1,700,25,16,80,500,6342.9
50,1,700,25,16,100,350,10225.3
50,1,700,25,16,100,400,9934.8
50,1,700,25,16,100,450,11048.8
50,1,700,25,16,100,500,10879.9
50,1,700,25,16,120,350,12799.2
50,1,700,25,16,120,400,14781.7
50,1,700,25,16,120,450,13724.5
50,1,700,25,16,120,500,14054.4
50,1,700,25,16,140,350,19215.1
50,1,700,25,16,140,400,20331.7
50,1,700,25,16,140,450,18180.9
50,1,700,25,16,140,500,16838.4
50,1,700,25,16,160,350,21031.0
50,1,700,25,16,160,400,21819.9
50,1,700,25,16,160,450,22988.8
50,1,700,25,16,160,500,20668.6
50,1,700,25,16,180,350,28967.9
50,1,700,25,16,180,400,28668.8
50,1,700,25,16,180,450,25868.4
50,1,700,25,16,180,500,30846.5
50,1,700,25,16,200,350,27485.1
50,1,700,25,16,200,400,32760.2
50,1,700,25,16,200,450,30116.9
50,1,700,25,16,200,500,32174.7
50,1,700,25,17,0,350,14.9
50,1,700,25,17,0,400,14.9
50,1,700,25,17,0,450,14.5
50,1,700,25,17,0,500,14.7
50,1,700,25,17,20,350,22.0
50,1,700,25,17,20,400,22.3
50,1,700,25,17,20,450,22.4
50,1,700,25,17,20,500,22.4
50,1,700,25,17,40,350,849.6
50,1,700,25,17,40,400,773.9
50,1,700,25,17,40,450,592.1
50,1,700,25,17,40,500,817.7
50,1,700,25,17,60,350,2978.7
50,1,700,25,17,60,400,2900.8
50,1,700,25,17,60,450,2751.0
50,1,700,25,17,60,500,3761.4
50,1,700,25,17,80,350,4977.1
50,1,700,25,17,80,400,5646.9
50,1,700,25,17,80,450,5279.5
50,1,700,25,17,80,500,6884.2
50,1,700,25,17,100,350,10183.8
50,1,700,25,17,100,400,9982.9
50,1,700,25,17,100,450,9886.8
50,1,700,25,17,100,500,10218.3
50,1,700,25,17,120,350,16207.2
50,1,700,25,17,120,400,14229.1
50,1,700,25,17,120,450,13749.6
50,1,700,25,17,120,500,13853.5
50,1,700,25,17,140,350,19129.9
50,1,700,25,17,140,400,20360.1
50,1,700,25,17,140,450,19017.2
50,1,700,25,17,140,500,19467.8
50,1,700,25,17,160,350,23479.3
50,1,700,25,17,160,400,24511.2
